author,category,language,editor,edition,totalPages,damagedPages,age,price
Kendra Nelson,Biography,French,Macmillan,7th,128,5,5,47.66
Christopher Long,History,Spanish,Springer,3th,945,73,5,68.59
Ryan Moore,Fantasy,English,Oxford,9th,474,10,10,68.56
Danielle Roberts,Science,Spanish,Pearson,3th,277,3,8,43.99
Frank Patel,Science,French,Springer,6th,239,22,8,50.68
Rebecca Bowman,Biography,Spanish,Springer,1th,922,55,6,29.77
Elizabeth Wagner,Non-Fiction,English,HarperCollins,10th,564,38,3,38.44
Michael Lopez,Biography,Italian,Macmillan,8th,600,50,2,86.73
Dr. Gary Huffman,Fantasy,Italian,Macmillan,5th,822,6,6,88.7
Jerry Rodriguez,Philosophy,Italian,Pearson,2th,964,34,8,13.66
Thomas Murphy,Science,Italian,Pearson,9th,542,7,6,73.55
Cynthia Douglas,Non-Fiction,Spanish,Cambridge,4th,454,19,2,43.32
Deborah Wallace,Science,Italian,Cambridge,3th,121,7,8,74.65
Mrs. Sharon Gordon,Biography,Spanish,HarperCollins,10th,146,4,3,95.59
Linda Bowers,History,French,HarperCollins,8th,92,3,5,10.84
Thomas Blackwell,History,Spanish,Pearson,5th,229,17,6,20.25
Thomas Hernandez,Non-Fiction,English,Penguin,10th,350,0,5,189.68
Anthony Evans,Fiction,Italian,Macmillan,8th,538,31,4,54.6
Amanda Turner,Technology,French,Oxford,7th,81,4,9,49.85
Kevin Huber,Science,French,Cambridge,5th,704,23,2,13.42
Tammy Brown,Philosophy,Spanish,Cambridge,6th,925,86,4,36.47
Michael Tapia,Science,French,Springer,8th,686,53,10,8.94
Joseph Macdonald,Philosophy,Spanish,Simon & Schuster,6th,507,47,8,145.48
Larry Rivas,Fantasy,Italian,Macmillan,5th,646,33,7,7.03
Teresa Peterson,Non-Fiction,English,Springer,8th,761,41,6,15.26
Terri Ryan,Fantasy,German,Oxford,2th,875,75,5,49.93
Jordan Lee,Biography,English,Simon & Schuster,1th,791,34,9,7.53
Alexander Chung,History,English,Cambridge,8th,896,20,2,186.86
David Carrillo,Science,Italian,HarperCollins,9th,977,93,3,0.5
Brian Ortega,Biography,German,Cambridge,6th,180,13,10,20.36
Aaron Goodwin,Biography,Spanish,Simon & Schuster,8th,824,16,8,121.6
Cory Williams,Philosophy,Italian,Macmillan,8th,717,27,2,83.68
Dennis Noble,Fiction,French,Pearson,4th,527,30,0,77.2
John Fowler,Fantasy,French,Simon & Schuster,5th,500,12,3,157.19
Madison Miller,Fiction,English,Macmillan,3th,190,4,6,73.97
Marcus Petty,Philosophy,German,Oxford,6th,812,66,2,54.77
James Santos,Fantasy,English,Simon & Schuster,9th,743,42,4,63.25
Karen Jones,Technology,German,Pearson,3th,863,41,8,63.2
Mr. Jeffrey Smith,History,Italian,Cambridge,2th,250,12,8,76.04
Jasmine Ward,Fiction,Italian,HarperCollins,2th,490,49,5,63.13
Linda Morales,Fantasy,Italian,HarperCollins,6th,58,4,2,25.95
Steve Hernandez,Biography,Spanish,Simon & Schuster,3th,799,48,7,33.41
Katherine Morris,Non-Fiction,English,HarperCollins,7th,328,29,2,57.86
Mallory Swanson,History,English,Penguin,2th,75,7,9,19.53
Tyrone Osborn,Biography,Spanish,Oxford,3th,477,14,8,16.27
Deborah Barnett,History,Italian,Pearson,1th,378,4,1,60.24
Samuel Calhoun,Non-Fiction,Italian,Penguin,9th,906,35,0,59.85
Julian Sullivan,Fiction,Spanish,Penguin,2th,255,0,0,145.42
Thomas Fox,Philosophy,German,Simon & Schuster,7th,582,39,8,12.91
Michael Pacheco,Biography,Spanish,Pearson,5th,227,14,10,48.98
Tami Smith,Fiction,Italian,Penguin,2th,530,5,3,22.65
Christopher Gregory MD,Biography,German,Oxford,3th,423,36,9,69.91
April Price,Fiction,English,Penguin,1th,834,83,8,79.17
Samuel Young,History,German,Penguin,10th,240,14,9,5.62
Tyler Lawson,History,German,Macmillan,10th,280,12,1,79.42
Michael Castro,History,French,Penguin,5th,225,21,6,0.5
Christine Greene,History,Spanish,Pearson,4th,280,20,1,165.38
Robert Whitaker,History,Italian,Springer,9th,453,25,1,71.12
Erin Thomas,Biography,Spanish,Springer,2th,476,32,4,21.23
Cathy Mccormick,Philosophy,Spanish,Pearson,1th,433,6,2,24.0
Deborah Sullivan,Biography,Italian,Oxford,10th,866,48,8,103.55
James Hamilton,Fantasy,Italian,Simon & Schuster,3th,98,1,9,61.29
Alyssa Mckinney,Fiction,Spanish,Cambridge,7th,59,5,0,90.52
Zachary Blake,Science,Spanish,Springer,8th,275,22,8,48.35
Nathan Cunningham,History,German,Penguin,10th,872,12,4,17.62
Alexandra Harper,History,Spanish,Macmillan,6th,737,44,5,13.82
Joseph Fields,Biography,English,Simon & Schuster,3th,700,13,0,6.31
Cindy Ramos,Non-Fiction,French,HarperCollins,3th,759,63,1,72.98
Christopher Hays,Fantasy,English,HarperCollins,6th,377,30,7,45.78
Alyssa Adams,Science,English,HarperCollins,9th,177,10,3,93.01
Melissa Rodriguez,History,Italian,Simon & Schuster,5th,218,4,2,13.74
Manuel Smith,Fantasy,English,Pearson,10th,758,30,8,73.4
Ashley Powell,Science,German,Macmillan,1th,100,9,8,62.29
Robert Fitzgerald,History,German,HarperCollins,1th,830,61,3,40.59
Brandon Gomez,Fantasy,French,Cambridge,6th,650,49,9,72.84
Anthony Smith,History,German,Simon & Schuster,7th,389,3,7,19.61
Benjamin Carroll,Fantasy,Italian,Cambridge,5th,323,10,4,41.46
Cheyenne Robinson,Technology,English,HarperCollins,4th,745,62,9,40.52
Jeffery Harvey,History,Spanish,Oxford,6th,688,50,6,62.84
Lisa Jones,Fantasy,German,Springer,6th,890,65,9,75.21
Gregory King,Technology,German,Pearson,4th,338,25,8,66.83
Nancy Boyer,History,German,HarperCollins,8th,395,10,0,87.56
Devin Knight,History,Spanish,Macmillan,7th,653,3,8,5.4
Daniel Anderson,Science,Spanish,Oxford,5th,762,63,3,60.64
Jeffrey Anderson,Science,Spanish,Pearson,4th,463,0,3,47.97
Douglas Benjamin,Science,French,Penguin,4th,803,75,3,31.31
Steven Gallagher,Technology,Italian,Penguin,6th,413,4,10,0.5
Christina Moore,Biography,English,Simon & Schuster,5th,720,29,0,48.23
Alan Cummings,Fantasy,French,Penguin,10th,947,43,0,32.93
Christine Molina,Non-Fiction,German,Pearson,4th,533,27,1,79.36
Christina James,History,Spanish,HarperCollins,3th,273,11,0,41.76
Scott Cole,Non-Fiction,English,Macmillan,6th,161,1,3,51.98
Danielle King,Fantasy,Italian,Springer,9th,771,19,9,15.47
Renee Hayes,Biography,Italian,HarperCollins,10th,197,5,5,61.37
Faith Franklin,Technology,German,Cambridge,3th,667,38,10,49.94
Steven Harris,History,German,Simon & Schuster,7th,97,2,6,67.02
Megan Atkins,History,German,HarperCollins,5th,757,39,7,30.2
Sydney Clayton,Biography,French,Cambridge,6th,131,13,0,144.81
Joe Mckenzie,Science,French,Simon & Schuster,5th,139,10,2,32.7
Cassandra Wang,Science,German,Macmillan,5th,149,9,6,71.06
Dr. Micheal Chan,Fiction,German,Cambridge,5th,350,28,7,62.91
John Mills,History,Spanish,HarperCollins,7th,808,54,2,0.5
Loretta Allen,Fiction,Italian,Pearson,1th,697,39,4,38.59
Benjamin Sullivan DDS,Biography,French,Springer,9th,969,84,3,3.89
Bobby Cline,Biography,German,Macmillan,3th,867,66,0,37.96
Heather Williams,History,Italian,Cambridge,7th,139,13,6,32.4
Cole Benson,Fantasy,German,HarperCollins,1th,986,53,1,89.09
George Barnes,Philosophy,English,Simon & Schuster,1th,618,38,8,109.91
Bryan Ballard,Science,English,Pearson,9th,287,20,7,2.89
Matthew Stone,Philosophy,Spanish,Pearson,10th,512,18,3,10.22
Richard Chen,Science,Italian,Springer,9th,239,8,3,89.39
Patricia Griffith,Science,German,Macmillan,9th,783,72,6,4.64
Amy Blackwell,Fiction,English,HarperCollins,9th,83,4,7,22.86
Elizabeth Figueroa,Biography,English,Springer,4th,692,62,2,0.5
Jason Martinez,Science,Spanish,Springer,1th,544,34,1,76.9
Kevin Flores,Philosophy,English,Oxford,6th,827,59,4,66.19
Jason Burton,History,Italian,HarperCollins,8th,951,70,6,38.78
Veronica Gallegos,Fiction,German,HarperCollins,10th,574,54,7,14.74
Natalie Hinton,Philosophy,German,HarperCollins,8th,300,20,1,32.65
Diana Shields,Biography,French,Oxford,4th,433,33,5,0.5
Robert Dickerson,Philosophy,English,Macmillan,10th,197,14,5,93.03
Kristin Robertson,Non-Fiction,Spanish,Macmillan,4th,209,14,7,5.79
Heather Koch,Science,English,HarperCollins,1th,563,11,10,83.12
Robert Wong,Science,French,Springer,5th,79,2,6,63.36
Cheryl Wood,Science,English,Simon & Schuster,9th,797,13,0,30.9
Jon Perry,Philosophy,German,Pearson,4th,730,26,4,69.01
James Myers,Philosophy,Spanish,HarperCollins,7th,697,46,10,76.76
Robert Martin,History,Italian,Macmillan,1th,457,32,2,69.66
Zoe Robinson,History,German,HarperCollins,8th,668,29,10,19.32
Colleen Hill,Biography,English,Cambridge,6th,657,11,8,48.65
Denise Johnson,Philosophy,French,Springer,8th,61,2,10,151.72
Gina Hall,Science,German,Simon & Schuster,4th,305,22,8,53.04
Matthew Carter,Fantasy,English,Penguin,8th,518,39,3,38.46
Tina Bennett DVM,Fantasy,English,Oxford,6th,540,46,4,52.0
James Rice,Non-Fiction,Italian,Springer,2th,755,8,7,92.54
Anthony Miller,History,German,Cambridge,8th,909,30,9,36.71
Wendy Adkins,Philosophy,Spanish,Penguin,3th,653,7,1,90.52
Abigail Johnson,Biography,English,Pearson,4th,360,19,1,60.17
Dawn Maynard,Technology,Italian,Cambridge,5th,394,22,1,8.52
Joseph Young,Technology,Italian,Penguin,8th,336,9,5,57.3
Charles Carlson,Fantasy,French,Cambridge,7th,810,54,6,121.09
Lisa Arnold,History,German,Pearson,10th,100,6,4,73.27
Amy Mckenzie,History,German,Macmillan,4th,116,7,9,19.53
Calvin Gonzalez,Science,English,Cambridge,5th,497,35,0,0.5
Mary Alexander,Philosophy,English,Springer,2th,773,71,3,37.21
Alison Doyle,Technology,German,HarperCollins,1th,389,28,6,22.54
Jonathan Nelson,Fiction,German,HarperCollins,5th,836,2,8,34.74
Samantha Frey,Biography,French,Macmillan,3th,826,12,2,88.79
Rachel Snow,Biography,German,Macmillan,5th,757,13,8,23.6
Cynthia Austin,Fantasy,Spanish,HarperCollins,10th,495,41,9,23.43
Jacob Robbins,Fiction,Spanish,Cambridge,1th,473,25,3,51.29
Michele Gutierrez,Philosophy,Italian,Oxford,6th,63,2,5,92.24
Mark Smith,Fantasy,Spanish,Penguin,5th,587,54,4,84.8
Darren Ferguson,Technology,French,Macmillan,3th,747,12,7,40.45
Gina Nelson,Philosophy,English,Penguin,4th,508,44,9,53.34
Stephanie Gutierrez,Fiction,French,Springer,3th,735,1,5,0.5
Stephen Davis,History,English,Simon & Schuster,3th,188,8,1,76.43
Michele Galvan,History,French,Penguin,9th,98,8,4,3.16
John Smith,Fiction,German,Springer,1th,398,36,7,60.11
Rhonda Collins DDS,Technology,Italian,Penguin,1th,954,61,5,25.78
Jody Mcdonald,Technology,Spanish,HarperCollins,6th,264,9,3,82.54
Richard Harris,Fiction,Italian,Pearson,6th,775,21,4,29.91
Kayla Ingram,Technology,German,Simon & Schuster,1th,725,24,9,142.73
Mary Chase,Philosophy,Spanish,Cambridge,1th,939,79,6,81.43
Jacqueline Thompson,Technology,English,Oxford,3th,77,6,7,77.35
Carl Hall,Philosophy,English,Penguin,4th,379,16,8,14.28
Michael Griffith,Fiction,English,Springer,10th,695,39,8,2.13
Jimmy Miller,Technology,English,HarperCollins,2th,758,50,5,58.84
Carlos Davis,Science,French,Cambridge,2th,155,2,6,88.63
Jerry Lara,Non-Fiction,French,Cambridge,7th,740,38,0,4.42
John Bond,Fiction,Italian,Simon & Schuster,3th,117,0,9,94.74
Eric Jacobs,History,Italian,Pearson,6th,590,25,10,77.83
Austin Smith,Philosophy,German,Springer,4th,196,1,3,83.6
Aaron Hunter,Science,German,Penguin,7th,444,36,1,41.86
Sandra Adams,History,English,Springer,10th,74,6,4,86.79
Tommy Callahan,Fiction,Italian,Cambridge,8th,501,1,9,48.18
Raymond Meza,Science,English,Simon & Schuster,7th,740,48,4,72.53
Kevin Johnson,Philosophy,Italian,Simon & Schuster,3th,676,39,10,79.26
Andrea Shelton,Philosophy,English,HarperCollins,8th,695,47,6,28.92
Sarah Ho DDS,History,Spanish,Cambridge,6th,964,18,2,50.08
Megan Parker,Science,Italian,Penguin,8th,300,22,2,77.86
Katie Weber,Non-Fiction,German,Pearson,6th,620,27,8,89.83
Robert Bailey,Non-Fiction,German,Macmillan,1th,878,74,8,46.05
Samantha Herrera,Philosophy,Spanish,Simon & Schuster,5th,444,8,9,62.57
Dominic Valdez,Philosophy,French,Simon & Schuster,5th,324,7,5,21.73
Shawn Johnson,Fantasy,German,Simon & Schuster,4th,999,64,7,37.95
Todd Moran,Fiction,Spanish,Pearson,9th,502,6,0,19.68
Mikayla Russell,Technology,Italian,Pearson,3th,811,46,3,7.93
Wendy Thomas,Fiction,Spanish,Pearson,2th,69,0,5,63.29
Jamie Peterson,Biography,Italian,Cambridge,3th,484,19,1,55.16
Michelle Williams,Philosophy,French,HarperCollins,10th,188,7,6,85.9
David Weeks,Technology,German,Cambridge,8th,713,26,7,16.34
Jason Christensen,Non-Fiction,German,Macmillan,3th,181,1,3,57.47
Alyssa Hill,Non-Fiction,French,Oxford,5th,379,25,7,64.34
Joshua Potter,Philosophy,German,Simon & Schuster,9th,264,26,9,9.71
Jonathan Pratt,Fiction,German,Penguin,2th,811,59,4,72.94
Mitchell Tyler,Fantasy,English,Macmillan,10th,892,0,5,38.11
Jessica Rodriguez,Non-Fiction,Italian,Oxford,5th,199,15,9,62.9
Curtis Mitchell,Science,German,Springer,4th,600,31,1,24.49
Benjamin Sanchez,Fiction,German,Macmillan,1th,292,14,5,18.74
Linda Chen,Non-Fiction,Spanish,Cambridge,4th,931,0,8,62.9
Anna Stewart,Biography,German,Pearson,7th,812,60,8,52.76
Sabrina Mack,History,Italian,Penguin,9th,316,21,4,66.65
Jonathan Gonzales,Non-Fiction,German,Cambridge,2th,644,29,7,170.65
Renee Doyle,Biography,French,Simon & Schuster,7th,301,17,6,62.34
Kristen Weaver,Fantasy,German,Macmillan,6th,627,46,10,49.27
Amy Reed,History,English,Cambridge,6th,442,0,5,38.13
Elizabeth Wright,History,English,Cambridge,7th,151,6,2,74.61
Thomas Bauer,Technology,English,Penguin,9th,672,24,2,20.99
Nancy Hall,Non-Fiction,English,Pearson,4th,239,3,7,61.38
Miguel Bowen,Philosophy,German,Springer,5th,771,68,8,10.52
Jessica Villarreal,Fantasy,Italian,Penguin,1th,140,4,1,73.25
Sara Brown,Non-Fiction,Spanish,Pearson,3th,858,0,7,74.97
Shannon Jones,Fiction,German,Pearson,6th,938,16,8,62.77
Luis Mathis,Fantasy,English,Cambridge,8th,244,16,1,59.36
Dominique Dalton,Fantasy,Italian,Oxford,9th,76,0,8,84.8
Jamie Crawford,History,Spanish,Simon & Schuster,4th,886,19,6,22.07
Carly Davis,Biography,French,Macmillan,9th,988,69,8,15.54
Michelle Coffey,Science,French,Pearson,10th,801,28,7,59.4
Tammy Briggs,Science,Italian,Macmillan,5th,896,55,3,32.5
Mr. Michael Lynch,Science,Italian,Penguin,4th,442,21,8,89.74
Jamie Blake,History,German,Penguin,8th,568,12,9,34.88
Susan Bonilla,Science,French,Macmillan,4th,993,4,8,86.63
Stephanie Moore,Fantasy,German,Cambridge,7th,609,12,6,63.76
Kevin West,Biography,Spanish,Simon & Schuster,9th,773,65,10,3.92
Robin Smith,Fiction,Italian,Oxford,7th,775,33,9,79.54
Ryan Vazquez,Non-Fiction,French,Simon & Schuster,8th,792,25,7,46.02
Teresa Brooks,Non-Fiction,French,Penguin,9th,79,3,0,19.38
Joseph Burnett,History,English,Springer,3th,823,0,4,58.85
Andrew Lee,Technology,French,HarperCollins,10th,651,46,3,0.5
Gregory Robinson,History,English,Macmillan,1th,508,23,2,112.35
Elizabeth Phillips,Biography,Spanish,HarperCollins,5th,783,38,6,81.41
Carlos Russo,Technology,English,Macmillan,10th,735,25,6,24.18
Donald Blair,Philosophy,Italian,Pearson,5th,92,5,5,89.55
Pamela Benson,Non-Fiction,Spanish,HarperCollins,10th,464,30,6,3.48
Megan Bradley,Fiction,Spanish,Springer,10th,921,1,4,15.17
William Thomas,Technology,Spanish,Oxford,4th,562,31,3,66.16
Jessica Tate,Non-Fiction,Spanish,HarperCollins,6th,179,8,9,88.35
Jacob Beard,History,German,Penguin,2th,270,26,4,85.98
Jeffrey Wong,Fiction,Spanish,Macmillan,7th,629,35,5,187.84
Sarah Wright,Philosophy,French,Macmillan,10th,84,4,7,163.4
Travis Evans,Technology,German,Simon & Schuster,9th,306,28,5,13.75
Barry Wolf,Philosophy,English,HarperCollins,3th,970,57,6,12.13
Clayton Abbott,Fiction,Spanish,Macmillan,1th,181,15,10,63.25
Rebecca Henderson,Technology,French,Pearson,7th,299,23,7,52.45
Jamie Allen,Science,English,Pearson,3th,429,27,7,29.42
Stacy Carlson,Fiction,Spanish,Pearson,2th,216,13,2,6.94
Brandon Green,History,German,Cambridge,9th,61,4,0,11.37
Hannah Wilson,Fantasy,German,Macmillan,4th,984,22,8,64.9
Brian Hernandez,History,Spanish,HarperCollins,7th,275,3,6,21.79
John Davis,Biography,English,HarperCollins,7th,811,64,1,10.05
Ashley Friedman,Fantasy,French,HarperCollins,2th,383,24,5,44.5
Raymond Wright,Non-Fiction,Italian,Penguin,7th,204,20,8,20.07
Sarah Luna,Fiction,Spanish,Springer,3th,628,49,5,46.6
Anthony Miller,History,German,Penguin,2th,484,40,8,0.5
Steven Hickman,Philosophy,French,Penguin,8th,751,74,4,17.7
Dylan Wagner,Biography,French,Penguin,5th,864,42,9,123.55
Ashley Romero,Biography,Italian,Macmillan,4th,584,31,7,18.1
Eric Moody,Philosophy,Italian,Simon & Schuster,9th,587,17,1,21.73
Brendan Graham,Biography,Spanish,Penguin,5th,857,30,2,34.22
Andrea Johnson,Biography,German,Macmillan,1th,514,28,3,0.5
Mr. Tyler Torres,History,German,Macmillan,5th,479,44,8,75.64
Nicholas Yang,Technology,Spanish,Macmillan,1th,583,29,10,71.87
Hailey Parsons,Fiction,Spanish,Springer,3th,643,61,8,79.78
Tammy Espinoza,Biography,Spanish,Oxford,1th,380,21,3,36.29
Kristine Ali,Biography,English,Oxford,3th,931,28,8,0.5
Jessica Taylor,Science,German,Simon & Schuster,5th,211,3,2,4.91
Samuel Green,Non-Fiction,English,Springer,8th,418,22,7,6.83
Andrea Daniels,Biography,Italian,Macmillan,7th,397,14,1,61.11
Matthew Bishop,Fantasy,English,Macmillan,5th,851,20,6,88.74
Michael Gentry,Non-Fiction,English,Springer,9th,714,6,2,29.57
Sean Stevens,Biography,German,Oxford,7th,124,4,1,24.15
Jesus Wade,History,Spanish,Pearson,2th,149,8,6,71.85
Kristen Diaz,Philosophy,French,Cambridge,5th,284,23,1,83.64
Aaron Reynolds,Biography,Italian,HarperCollins,1th,593,15,6,50.27
Bradley Coleman,Science,French,Simon & Schuster,2th,329,11,9,71.65
David Brown,Science,English,Penguin,10th,597,4,9,42.43
Donald Koch,Biography,Italian,Oxford,9th,268,24,4,60.86
Lori Reed DVM,Science,Italian,HarperCollins,5th,116,6,10,47.3
Zoe Adams,Non-Fiction,Italian,Oxford,7th,731,56,2,73.48
Matthew Harrell,Fiction,German,Springer,1th,721,25,9,52.12
Christian Costa DDS,Fantasy,German,Springer,9th,349,15,10,125.44
James Williams,Science,German,Oxford,3th,801,65,2,139.76
Susan Copeland,Non-Fiction,English,Macmillan,9th,288,27,9,84.33
Kelly Butler,Biography,Spanish,Oxford,9th,664,33,9,83.23
Alexander Underwood,Science,English,Macmillan,6th,212,12,2,91.38
Michelle Jones,Fantasy,Italian,Cambridge,4th,521,14,2,70.8
Luis Griffin,Fiction,Spanish,Oxford,7th,244,7,5,21.33
Nicole Riley,Technology,French,Springer,1th,195,18,1,28.99
Matthew Frederick,Fiction,German,Simon & Schuster,4th,693,67,0,64.67
Amanda Stone DDS,Fiction,Italian,Pearson,3th,863,31,3,23.77
Kristin Jones,Fantasy,French,HarperCollins,10th,536,46,0,24.68
Nicholas Brooks,Biography,English,Oxford,1th,860,21,2,137.93
Christopher Mclaughlin,Fiction,English,Penguin,4th,791,75,2,64.56
Michael Brown,Philosophy,Spanish,Macmillan,1th,434,8,7,47.93
Robert Williams,Fantasy,Italian,Pearson,2th,412,4,9,182.58
Jill Smith,Philosophy,German,Oxford,7th,247,21,0,23.01
Ricky Hill,Non-Fiction,Italian,Springer,7th,492,49,6,53.65
Anthony Ramirez,Philosophy,Spanish,Penguin,10th,93,2,5,79.88
Amber Duran,Biography,German,Oxford,1th,474,30,3,92.87
David Smith,Fiction,German,Springer,3th,888,34,3,56.64
Mary Clark,History,Italian,HarperCollins,9th,680,17,4,74.54
Steven Graham,History,Spanish,Oxford,10th,335,6,2,11.33
Carl Johnson,Non-Fiction,German,Cambridge,6th,956,9,7,32.77
Tina Foley,Non-Fiction,Italian,Simon & Schuster,10th,193,13,0,36.52
Christopher Miller,Technology,German,HarperCollins,8th,320,24,0,68.41
Kenneth Hayes,Philosophy,English,HarperCollins,2th,470,41,1,69.39
Christina Blair,Science,German,HarperCollins,3th,446,4,2,46.6
Peter White,Non-Fiction,German,Oxford,10th,434,13,0,16.27
Donna Baker,History,Spanish,HarperCollins,9th,729,25,7,89.42
Ryan Downs,Fiction,English,Cambridge,1th,418,29,2,70.28
Jeanne Perez,Fantasy,English,Pearson,6th,428,16,10,55.61
Stanley Malone,Philosophy,French,Oxford,1th,250,22,4,7.0
Kyle Johnson,Non-Fiction,Spanish,Penguin,3th,540,15,7,23.3
Brenda Gallagher,Philosophy,Italian,Simon & Schuster,4th,851,64,8,44.37
Diana Dyer,Philosophy,Italian,Pearson,5th,318,26,0,12.34
Rebecca Henry,Science,French,Oxford,7th,978,5,2,58.78
Jenna Manning,Biography,Spanish,Pearson,7th,232,13,10,19.84
Anthony Kim,History,French,Simon & Schuster,3th,512,46,4,48.97
Christina Day,Fantasy,French,Penguin,1th,890,77,4,31.53
Sean Johns,Technology,Spanish,Simon & Schuster,6th,991,42,5,36.44
Joseph Rose,Technology,Spanish,Simon & Schuster,2th,129,1,8,95.87
James Mccarthy,Technology,Spanish,Springer,8th,684,13,5,86.71
Samuel Robbins,Fiction,Spanish,Cambridge,8th,251,17,8,35.93
Courtney Palmer,History,French,Springer,2th,500,4,1,94.04
Larry Sullivan,Biography,German,Oxford,2th,418,4,3,59.64
Brittney Hernandez,Non-Fiction,Italian,Pearson,9th,912,2,2,48.41
Claudia Harvey,Technology,English,Pearson,4th,941,1,8,86.53
Donna Hull,History,English,Simon & Schuster,3th,628,40,8,57.08
Richard Rogers,Philosophy,Spanish,Simon & Schuster,9th,980,27,5,44.51
Jimmy Norris,Fiction,Spanish,Pearson,6th,555,45,10,0.5
Jonathan Diaz,History,Italian,Macmillan,8th,331,4,5,51.33
Allison Sampson,Science,Spanish,Simon & Schuster,10th,109,10,6,41.76
Stephanie Sanchez,Fantasy,English,Cambridge,10th,150,10,3,3.17
Julie Roman,Non-Fiction,Spanish,Pearson,8th,596,29,1,88.22
Brett Molina,Non-Fiction,English,Cambridge,5th,165,6,10,89.72
Danielle Hooper,Fantasy,German,HarperCollins,10th,223,1,10,48.81
Jeffrey Anderson,Biography,German,Pearson,1th,173,1,1,30.03
Amy Spence PhD,Fantasy,French,Springer,1th,869,77,1,71.64
Renee Shannon,Philosophy,Spanish,Macmillan,7th,565,36,6,65.26
Caroline Thomas,Science,Spanish,Oxford,3th,439,4,2,57.24
Anita Rodriguez,Biography,French,Cambridge,2th,609,50,2,17.77
Rodney Williams,Non-Fiction,French,Cambridge,8th,372,15,0,62.84
Jeffery Davis,Biography,Spanish,Penguin,1th,880,76,4,29.57
